用語,読み,訳語候補番号,訳語候補,使い分け基準,用例(和文),用例(英文),用例出典,注釈1,注釈2
同様とする,どうようとする,,the same applies to,,,,,,
到来する,とうらいする,1,fall,,,,,,
到来する,とうらいする,2,arrive,,,,,,
登録,とうろく,1,registration,原則,登録の拒絶,refusal of registration,外国弁護士による法律事務の取扱い等に関する法律第27条,,
登録,とうろく,1,registration,原則,,,,,【動詞】登録する: register
登録,とうろく,2,accreditation,評価行為を含む場合,,,,,
登録異議の申立て,とうろくいぎのもうしたて,,filing of objection to registration,,,,,,
登録異議申立書,とうろくいぎもうしたてしょ,,written objection (to registration),,,,,,
登録意匠,とうろくいしょう,,registered design,,,,,,
登録換え,とうろくがえ,,transfer of registration,,登録換え請求,a request for the transfer of registration,外国弁護士による法律事務の取扱い等に関する法律第29条,,
登録株式質権者,とうろくかぶしきしちけんしゃ,,registered pledgee of shares,,,,,,
登録機関,とうろくきかん,1,registration agency,行政機関の場合,,,,,
登録機関,とうろくきかん,2,registration organization,民間の場合,,,,,
登録原票,とうろくげんぴょう,,(alien) registration card,,,,,,
登録実用新案,とうろくじつようしんあん,,registered utility model,,,,,,
登録事務,とうろくじむ,,registration affairs,,,,,,
登録出願,とうろくしゅつがん,,(registration) application,,,,,,
登録出願人,とうろくしゅつがんにん,,(registration) applicant,,,,,,
登録証,とうろくしょう,,registration certificate,,,,,,
登録商標,とうろくしょうひょう,,registered trademark,,,,,,
登録証明書,とうろくしょうめいしょ,,registration certificate,,,,,,
登録新株予約権質権者,とうろくしんかぶよやくけんしちけんしゃ,,registered pledgee of share options,,,,,,
登録審査会,とうろくしんさかい,,registration screening board,,,,,,
登録申請者,とうろくしんせいしゃ,,registration applicant,,,,,,
登録請求,とうろくせいきゅう,,request for registration,,登録請求書,a written request for registration,外国弁護士による法律事務の取扱い等に関する法律第26条,,
登録請求書,とうろくせいきゅうしょ,,written request for registration,,,,,,
登録認定機関,とうろくにんていきかん,1,registered certifying agency,行政機関の場合,,,,,
登録認定機関,とうろくにんていきかん,2,registered certifying organization,民間の場合,,,,,
登録品種,とうろくひんしゅ,,registered variety,,,,,,
登録簿,とうろくぼ,,register,,,,,,
登録防護標章,とうろくぼうごひょうしょう,,registered defensive trademark,,,,,,
登録免許税,とうろくめんきょぜい,,registration and license tax,,,,,,
登録有形文化財,とうろくゆうけいぶんかざい,,registered tangible cultural property,,,,,,
登録料,とうろくりょう,,registration fee,,,,,,
図画,とが,,picture,,,,,,
とき,とき,1,if,仮定的な条件を示す場合,この場合において、当該建造物に当該提案に係る所有者以外の所有者がいるときは、あらかじめ、その全員の合意を得なければならない。,"In this case, if there are any other owners of the relevant structure other than the owner making the proposal, the consent of all other owners must be obtained in advance.",景観法第20条第1項,,
とき,とき,2,when,発生確実な条件を示す場合,共同募金連合会は、第七十三条の許可を受けて寄附金の募集をしようとするときは、あらかじめ、その募集をしようとする地域の属する都道府県に係る共同募金会の意見を聴かなければならない。,"When the federation of community chest committees intends to obtain permission prescribed in Article 73 and raise contributions, it must hear, in advance, the opinions of community chest committees of the prefectures in which the areas where it seeks to raise contributions are located.",社会福祉法第124条第2項,,
とき,とき,3,whenever,発生の繰り返しが予想される場合,,,,【注】法文中、「時」ではなく、ひらがなの「とき」と記載されている場合には、「場合」と同じように条件を意味する。条件が二つ続く場合には、大きな条件に「場合」を、小さな条件に「とき」を使うことになっている。,
時,とき,,when,,前項の規定により立入検査をする職員は、その身分を示す証明書を携帯し、関係者の請求があった時は、これを提示しなければならない。,"An official who conducts an on-site inspection pursuant to the preceding paragraph, must carry identification and present it when requested to do so by the relevant persons.",資産の流動化に関する法律第217条第2項,,
時,とき,,when,,,,,【注】漢字の「時」は、法令中では時間が問題になる場合に使われ、ひらがなの「とき」は条件に使われる。,
特赦,とくしゃ,,special pardon,,,,,,
独占的状態,どくせんてきじょうたい,,monopolistic situation,,,,,,
得喪,とくそう,,acquisition or loss (of rights),,,,,,
特則,とくそく,,special provision,,,,,,
督促,とくそく,,demand,,,,,,
督促異議,とくそくいぎ,,objection to demand,,,,,,
督促手続,とくそくてつづき,,demand procedure,,,,,,
特徴的な給付,とくちょうてきなきゅうふ,,characteristic performance,,,,,,
特定,とくてい,1,specified,法令等の中で特定する対象が示されている場合,,,,,
特定,とくてい,2,special,,,,,,
特定,とくてい,3,specific,,,,,,
特定遺贈,とくていいぞう,,particular legacy,,,,,,
特定金銭債権,とくていきんせんさいけん,,specified monetary claim,,,,,,
特定資産,とくていしさん,,specified assets,,,,,,
特定施設,とくていしせつ,,specified facility,,,,,,
特定信書便事業,とくていしんしょびんじぎょう,,specified correspondence delivery service,,,,,,
特定責任追及の訴え,とくていせきにんついきゅうのうったえ,,action to enforce specific liability,,,,,,
特定投資家,とくていとうしか,,professional investor,,,,,,
特定独立行政法人,とくていどくりつぎょうせいほうじん,,specified incorporated administrative agency,,,,,,
特定物,とくていぶつ,,specific thing,,弁済をすべき場所について別段の意思表示がないときは、特定物の引渡しは債権発生の時にその物が存在した場所において、その他の弁済は債権者の現在の住所において、それぞれしなければならない。,"Unless a particular intention is manifested with respect to the place where the performance should take place, the delivery of a specific thing must be effected at the place where that thing was located when the relevant claim accrued, and the discharge of any other obligation must be effected at the current domicile of the obligee.",民法第484条第1項,,
特定目的会社,とくていもくてきがいしゃ,,specified purpose company,,,,,,
特定目的信託,とくていもくてきしんたく,,specified purpose trust,,,,,,
特に信用すべき情況,とくにしんようすべきじょうきょう,,circumstances that afford special credibility,,,,,,
特に必要があると認める,とくにひつようがあるとみとめる,,find particularly necessary,,実施を適正にするため特に必要があると認めるときは、,if it is found particularly necessary for the proper implementation,高圧ガス保安法第50条,,
特別異議申述期間,とくべついぎしんじゅつきかん,,special period for making objections,,,,,【注】（出典）民事再生法226条,
特別区,とくべつく,,special ward,,,,,,
特別抗告,とくべつこうこく,,special appeal against a ruling to the Supreme Court,,,,,,
特別支配会社,とくべつしはいがいしゃ,,special controlling company,,,,,,
特別支配株主,とくべつしはいかぶぬし,,special controlling shareholder,,,,,,
特別支配株主完全子法人,とくべつしはいかぶぬしかんぜんこほうじん,,wholly owned subsidiary of a special controlling shareholder,,,,,,
特別上告,とくべつじょうこく,,special appeal to the court of last resort,,,,,,
特別職,とくべつしょく,,special service,,,,,,
特別清算,とくべつせいさん,,special liquidation,,特別清算開始,commencement of special liquidation,,,
特別清算,とくべつせいさん,,special liquidation,,特別清算終結の決定,order closing the special liquidation,,,
特別清算,とくべつせいさん,,special liquidation,,特別清算の終了,closing of special liquidation,,,
特別清算,とくべつせいさん,,special liquidation,,特別清算手続の結了,completion of special liquidation,,,
特別措置法,とくべつそちほう,,Act on Special Measures,,福島復興再生特別措置法,Act on Special Measures for the Reconstruction and Revitalization of Fukushima,,,
特別措置法,とくべつそちほう,,Act on Special Measures,,ダイオキシン類対策特別措置法,Act on Special Measures against Dioxins,,,
特別損失,とくべつそんしつ,,extraordinary loss,会計勘定科目,,,,,
特別代理人,とくべつだいりにん,,special representative,,,,,,
特別調査期間,とくべつちょうさきかん,,special period for investigation,,,,,,
特別調査期日,とくべつちょうさきじつ,,special date of investigation,,,,,,
特別取締役,とくべつとりしまりやく,,special director,,,,,,
特別の先取特権,とくべつのさきどりとっけん,,special statutory lien,,,,,,
特別の法律,とくべつのほうりつ,,special law,,,,,,
特別背任,とくべつはいにん,,aggravated breach of trust,,,,,,
特別目的会社,とくべつもくてきがいしゃ,,special purpose company,,,,,,
特別養子,とくべつようし,,specially adopted child,,,,,,
匿名組合,とくめいくみあい,,silent partnership,,,,,,
匿名組合員,とくめいくみあいいん,,silent partner,,,,,,
特約,とくやく,,special provision,,,,,,
特有財産,とくゆうざいさん,,separate property,,,,,,
独立行政法人,どくりつぎょうせいほうじん,,incorporated administrative agency,,,,,,
独立性,どくりつせい,1,independence,原則,,,,,
独立性,どくりつせい,2,impartiality,第三者性,,,,,
独立当事者参加,どくりつとうじしゃさんか,,intervention as independent party,,,,,,
特例期間,とくれいきかん,1,exception period,原則,,,,,
特例期間,とくれいきかん,2,grace period,猶予期間,,,,,
特例規定,とくれいきてい,,special provision,,,,,,
特例に関する法律,とくれいにかんするほうりつ,,Act on Special Measures,,,,,,
特例有限会社,とくれいゆうげんがいしゃ,,special limited liability company,,,,,,
都市計画,としけいかく,,city planning,,,,,,
都市再開発,としさいかいはつ,,urban redevelopment,,,,,,
とする,とする,,"is, meansなど「動詞の現在形」",,,,,"【注】条文中で「とする」「をいう」などの動詞の終止形が用いられる場合は、英訳において""shall""は用いず、動詞の現在形を使用する。法令翻訳の手引き項番3.2.2参照。",
とする,とする,,"is, meansなど「動詞の現在形」",,この法律及び通則法の定めるところにより設立される独立行政法人の名称は、国立研究開発法人宇宙航空研究開発機構とする。,"The name of the incorporated administrative agency that is established pursuant to this Act and the Act on General Rules is the Japan Aerospace Exploration Agency, National Research and Development Agency.",国立研究開発法人宇宙航空研究開発機構法第3条第1項,,
とする,とする,,"is, meansなど「動詞の現在形」",,船舶の抵当権は、その属具に及ぶ。,A mortgage on a ship extends to its equipment.,商法第847条第2項,,
とする,とする,,"is, meansなど「動詞の現在形」",,この法律において「商標」とは、商標法第二条第一項に規定する商標をいう。,"The term ""trademark"" as used in this Act means a trademark as defined in Article 2, paragraph (1) of the Trademark Act.",不正競争防止法第2条第2項,,
土地改良事業,とちかいりょうじぎょう,,land improvement project,,,,,,
土地管轄,とちかんかつ,,territorial jurisdiction,,,,,,
土地区画整理事業,とちくかくせいりじぎょう,,land rezoning project,,,,,,
と畜場,とちくじょう,,slaughterhouse,,,,,,
土地の所有者,とちのしょゆうしゃ,1,landowner,,,,,,
土地の所有者,とちのしょゆうしゃ,2,owner of (the) land,,,,,,
特許,とっきょ,,patent,,,,,,
特許管理人,とっきょかんりにん,,patent administrator,,,,,,
特許業務法人,とっきょぎょうむほうじん,,patent professional corporation,,,,,,
特許権,とっきょけん,,patent right,,,,,,
特許権者,とっきょけんしゃ,,patentee,,,,,,
特許出願,とっきょしゅつがん,,patent application,,,,,,
特許証,とっきょしょう,,certificate of patent,,,,,,
特許請求,とっきょせいきゅう,,(patent) claim,,,,,,
特許請求の範囲,とっきょせいきゅうのはんい,1,claims,,,,,,
特許請求の範囲,とっきょせいきゅうのはんい,2,scope of claims,,,,,,
特許発明,とっきょはつめい,,patented invention,,,,,,
特許番号,とっきょばんごう,,patent number,,,,,,
特許無効審判,とっきょむこうしんぱん,,trial for patent invalidation,,,,,,
特許料,とっきょりょう,,patent fee,,,,,,
特許を受ける権利,とっきょをうけるけんり,,right to grant of patent,,,,,,
都道府県,とどうふけん,,prefecture,,,,,,
都道府県知事,とどうふけんちじ,,prefectural governor,,,,,,
届出,とどけで,1,notification,,当該届出に係る（事項）,(matter) stated in the notification,,,
届出,とどけで,1,notification,,,,,,【動詞】届け出る: notify
届出,とどけで,2,report,,,,,,
届出,とどけで,3,registration,,,,,,
届出再生債権者,とどけでさいせいさいけんしゃ,,holder of filed rehabilitation claim,,,,,,
届出書,とどけでしょ,1,written notice,,,,,,
届出書,とどけでしょ,2,written report,,,,,,
届出書,とどけでしょ,3,written notification,,,,,,
届出書,とどけでしょ,4,registration form,,,,,,
賭博,とばく,,gambling,,,,,,【動詞】賭博する: gamble
取消し,とりけし,,rescission,契約等の場合,未成年被後見人が成年に達した後後見の計算の終了前に、その者と未成年後見人又はその相続人との間でした契約は、その者が取り消すことができる。,A former minor ward may rescind a contract that was formed between them and their former guardian or the former guardian's heir after the ward reached the age of majority and before the accounting for the guardianship was completed.,民法第第872条第1項,,
取消し,とりけし,,rescission,契約等の場合,,,,,【動詞】rescind
取消し,とりけし,,revocation,許可や登録等の場合,主務大臣は、登録認定機関が第十九条各号のいずれかに該当するに至ったときは、その登録を取り消さなければならない。,"If a registered certifying body comes to fall under one of the items of Article 19, the competent minister must revoke its registration.",農林水産物及び食品の輸出の促進に関する法律第30条第1項,,
取消し,とりけし,,revocation,許可や登録等の場合,,,,,【動詞】revoke
取消し,とりけし,,setting aside,裁判等の場合,第一審判決の取消し及び変更は、不服申立ての限度においてのみ、これをすることができる。,A first-instance judgment may be set aside or modified only within the bounds of the appeal entered against it.,民事訴訟法第304条,,
取消し,とりけし,,setting aside,裁判等の場合,,,,【注】上記は代表例であるが、「取消し」が用いられる文脈は多岐にわたり、かつ、文脈ごとに適切な訳語は変化するものであるため、列挙していない語も含め、適宜適切な翻訳を行うこと。,
取消し,とりけし,,setting aside,裁判等の場合,,,,,【動詞】set aside
取消権,とりけしけん,1,right to rescind,,,,,,
取消権,とりけしけん,2,rescission right,,,,,,
取消訴訟,とりけしそしょう,,action for revocation of administrative disposition,,,,,,
取り消すことができる,とりけすことができる,,voidable,,,,,,
取下げ,とりさげ,,withdrawal,,,,,,
取締役,とりしまりやく,,director,,役員　取締役、会計参与、監査役、執行役、理事、監事その他これらに準ずる者をいう,"""officer"" means a company director, accounting advisor, company auditor, executive officer, director, inspector, or other person equivalent thereto;",会社法施行規則第2条第3項第3号,,
取締役,とりしまりやく,,director,,,,,【注】「取締役」と「理事」が併記されている場合、「company director」を使用する。,
取締役会,とりしまりやくかい,,board of directors,,,,,,
取締役会設置会社,とりしまりやくかいせっちがいしゃ,,company with board of directors,,,,,,
取調べ,とりしらべ,1,interrogation,被疑者の取調べ,,,,,
取調べ,とりしらべ,2,interview,参考人・証人等の取調べ,,,,,
取調べ,とりしらべ,3,examination,証拠の取調べ,,,,,
取立て,とりたて,1,collection,,,,,,
取立て,とりたて,2,recovery,追徴と区別をする必要がある場合,,,,,
取立訴訟,とりたてそしょう,,collection lawsuit,,,,,,
取次,とりつぎ,,commission,,,,,,
取引,とりひき,1,trade,,,,,,
取引,とりひき,2,business,,,,,,
取引,とりひき,3,transaction,,,,,,
取引,とりひき,4,dealings,,,,,,
取引条件,とりひきじょうけん,1,trade terms,,,,,,
取引条件,とりひきじょうけん,2,terms and conditions (of transaction),,,,,,
取引上の社会通念,とりひきじょうのしゃかいつうねん,,common sense trading practices,,,,,,
取引制限,とりひきせいげん,,restraint on trade,,,,,,
取引分野,とりひきぶんや,,field of trade,,,,,,
取戻権,とりもどしけん,,right of segregation,,,,,,
内閣府令,ないかくふれい,,Cabinet Office Order,,,,,,
内国法人,ないこくほうじん,,domestic corporation,,,,,,
内乱,ないらん,,insurrection,,,,,,
なおその効力を有する,なおそのこうりょくをゆうする,,remain in force,,,,,,
仲立,なかだち,,brokerage,,,,,,
仲立人,なかだちにん,,broker,,,,,,
難民,なんみん,,refugee,,,,,,
難民調査官,なんみんちょうさかん,,refugee inquirer,,,,,,
難民認定,なんみんにんてい,,refugee (status) recognition,,,,,,
難民認定証明書,なんみんにんていしょうめいしょ,,certificate of refugee status,,,,,,
難民旅行証明書,なんみんりょこうしょうめいしょ,,refugee travel document,,,,,,
荷受人,にうけにん,,consignee,,,,,,
…において準用する…の規定,…においてじゅんようする…のきてい,,"the provisions of …, as applied mutatis mutandis pursuant to …",,,,,,
…において準用する場合を含む,…においてじゅんようするばあいをふくむ,,including as applied mutatis mutandis pursuant to,,,,,,
…において読み替えて準用する…の規定,…においてよみかえてじゅんようする…のきてい,,"the provisions of …, as applied mutatis mutandis pursuant to … following the deemed replacement of terms,",,,,,,
荷送人,におくりにん,,consignor,,,,,,
に掲げる,にかかげる,,(the matters) stated in,,第２号から第４号までに掲げる（事項）,(the matters) stated in items (ii) through (iv),,,
に掲げる,にかかげる,,(the matters) stated in,,次に掲げる（事項）,the following (matters),,,
に掲げるもののほか,にかかげるもののほか,,beyond (what is) stated in,,前二号に掲げるもののほか、内閣府令で定める額,"any amount that Cabinet Office Order prescribes, beyond what is stated in the preceding two items.",資産の流動化に関する法律第114条第1項第4号,,
に限る,にかぎる,,limited to,,第１項の資格（政令で定めるものに限る。）,qualifications provided by paragraph (1) (limited to those specified by Cabinet Order),,,
に限る,にかぎる,,limited to,,ただし、第５条に規定する場合に限る,"provided, however, that this is limited to the cases prescribed by Article 5",,,
に代わる,にかわる,,in lieu of,,,,,,
に関する法律,にかんするほうりつ,1,Act on,原則,臓器の移植に関する法律,Act on Organ Transplantation,,,
に関する法律,にかんするほうりつ,2,… Act,「に関する法律」を「…Act」とする翻訳がすでに海外において定着している場合,行政機関が行う政策の評価に関する法律,Government Policy Evaluations Act,,,
に定めるところにより,にさだめるところにより,,pursuant to the provisions of,,,,,,
二次使用,にじしよう,,secondary use,,,,,,
二次使用料,にじしようりょう,,secondary use fee,,,,,,
に従わないで,にしたがわないで,,not complying with,,,,,,
に準ずる,にじゅんずる,1,equivalent,形容詞（同等の、類似の）,これに準ずる方法,equivalent method,,,
に準ずる,にじゅんずる,2,is dealt with in the same manner as,動詞（同様に扱う）,正犯に準ずる,is dealt with in the same manner as a principal,,,
に処する,にしょする,,is punished by,,,,,,
については、…の例による,…については、…のれいによる,,is governed by …,,その時効については、国税の例による,the prescription is governed by the same rules as national tax,,,
については、…の例による,…については、…のれいによる,,is governed by …,,前項の場合には、次の例による,the cases referred to in the preceding paragraph are governed by the following rules,,,
については、なお従前の例による,については、なおじゅうぜんのれいによる,,prior laws and regulations continue to govern,,前項の認定に係る認定事業者（新規則第四十六条第一項第一号ニ（１）に規定する認定事業者をいう。次条において同じ。）が平成二十八年度に行う新規則第四十六条第一項第一号ニ（１０）に規定する報告については、なお従前の例による。,"Prior laws and regulations continue to govern the report prescribed in Article 46, paragraph (1), item (i), (d), 10 of the new Regulations that is made in FY 2016 by a certified business operator (meaning the certified business operator prescribed in Article 46, paragraph (1), item (i), (d), 1 of the new Regulations; the same applies in the following Article) relating to the certification referred to in the preceding paragraph.",農林水産省関係日本農林規格等に関する法律施行規則 附則〔平成28年6月1日農林水産省令第43号〕第2条第2項,,
日計表,にっけいひょう,,daily cash count sheet,,,,,,
日当,にっとう,,daily allowance,,,,,,
に照らし,にてらし,,in light of,,,,,,
日本銀行券,にほんぎんこうけん,,Bank of Japan note,,,,,,
日本農林規格,にほんのうりんきかく,,Japanese agricultural standard,,,,,,
日本弁護士連合会,にほんべんごしれんごうかい,,Japan Federation of Bar Associations,,,,,,
日本弁理士会,にほんべんりしかい,,Japan Patent Attorneys Association,,,,,,
に満たない,にみたない,1,less than,原則,,,,,
に満たない,にみたない,2,under,年齢の場合,１４歳に満たない者,a person under 14 years of age,,,
に基づく,にもとづく,,based on,,専門的知見に基づく意見,opinion based on expert knowledge,,,
入国,にゅうこく,1,entry,物理的な入国,,,,,
入国,にゅうこく,2,immigration,手続きを経た入国,,,,,
入国警備官,にゅうこくけいびかん,,immigration control officer,,,,,,
入国者収容所,にゅうこくしゃしゅうようじょ,,immigration detention center,,,,,,
入国審査官,にゅうこくしんさかん,,immigration inspector,,入国審査官に対し上陸の申請をして,apply for landing to an immigration inspector,出入国管理及び難民認定法第6条第2項,,
入札,にゅうさつ,1,tender,,,,,,
入札,にゅうさつ,2,bid,,,,,,
入札,にゅうさつ,3,bidding process,入札手続そのもの,,,,,"【動詞】入札に参加する submit a tender (bid), participate in tendering (bidding), 入札を行うinvite tenders (bids)"
入札,にゅうさつ,4,sealed bidding,,,,,,
入札談合,にゅうさつだんごう,,bid rigging,,,,,,
任意規定,にんいきてい,,default rules,,,,,,
任意代位,にんいだいい,,voluntary subrogation,,,,,,
任意積立金,にんいつみたてきん,,voluntary reserve,,,,,,
任意的口頭弁論,にんいてきこうとうべんろん,,optional oral arguments,,,,,【注】（出典）破産法8条、民事再生法8条、会社更生法8条,
任意に,にんいに,,voluntarily,,,,,,
任意売却,にんいばいきゃく,,sale by private contract,,,,,,
認可,にんか,1,authorization,,,,,,【動詞】認可する: approve
認可,にんか,2,approval,,,,,,
認可,にんか,3,permission,,,,,,
認可,にんか,4,confirmation,更生計画の認可の場合,,,,,
任期,にんき,,term of office,,,,,,
認証,にんしょう,1,certification,原則,,,,【注】前後の文脈から「許可」の意味が明瞭である場合は、approvalを使用する。,
認証,にんしょう,2,accreditation,教育機関の認証の場合,,,,,
認諾,にんだく,1,cognizance,,,,,,
認諾,にんだく,2,acknowledgment,,,,,,
認知,にんち,1,acknowledgment of parentage,,,,,,
認知,にんち,2,filiation,,,,,,
認定する,にんていする,1,certify,,,,,,
認定する,にんていする,2,approve,,,,,,
認否,にんぴ,,approval or disapproval,,,,,,
認否書,にんぴしょ,,statement of approval or disapproval,,,,,,
任務,にんむ,1,duty,一般的な職務・職責,,,,,
任務,にんむ,2,task,一定期間内の仕事や課業,,,,,
任務,にんむ,3,mission,特別な任務や使命,,,,,
任務,にんむ,4,assignment,割り当てられた職務・職責,,,,,
任命,にんめい,,appointment,,,,,,【動詞】任命する: appoint
任命権,にんめいけん,,appointive power,,,,,,
任命権者,にんめいけんしゃ,,appointer,,,,,,
任免,にんめん,,appointment and dismissal,,,,,,
任用,にんよう,1,appointment,,,,,,
任用,にんよう,2,assignment,,,,,,
根抵当権,ねていとうけん,,revolving mortgage,,,,,,
根抵当権設定者,ねていとうけんせっていしゃ,,mortgagor of a revolving mortgage,,,,,,
根保証,ねほしょう,,revolving guarantee,,,,,,
年金,ねんきん,,pension,,,,,,
年金給付,ねんきんきゅうふ,,pension benefit,,,,,,
年金差額一時金,ねんきんさがくいちじきん,,pension balance lump sum payment,,,,,,
年次有給休暇,ねんじゆうきゅうきゅうか,,annual paid leave,,,,,,
年法律第…号,ねんほうりつだい…ごう,,Act No. … of,,平成１１年法律第１０３号,Act No. 103 of 1999,,,
年法律第…号,ねんほうりつだい…ごう,,Act No. … of,,,,,【注】政省令等についてもこれに準ずる。,
のいずれかに該当する,のいずれかにがいとうする,,fall under any of,,,,,,
農業,のうぎょう,,agriculture,,,,,,
農業協同組合,のうぎょうきょうどうくみあい,,agricultural cooperative,,,,,,
農作物,のうさくぶつ,,crops,,,,,,
納税義務者,のうぜいぎむしゃ,,taxpayer,,,,,,
農地,のうち,1,cropland,,この法律で「農地」とは、耕作の目的の供される土地をいう,"The term ""cropland"" as used in this Act means land used for cultivation",農地法第2条第1項,,
農地,のうち,2,farmland,,,,,,
農地,のうち,3,agricultural land,,国及び地方公共団体は･･･森林、農地、市街地、河川、海岸等においてみだりにごみその他の汚物又は不要物を捨てる行為を防止するため、必要な措置を講ずるよう努めなければならない,"The national and local governments must･･･endeavor to take necessary measures to prevent the illegal dumping of waste and other dirty items or discarded articles in forests, agricultural land, urban areas, rivers, coasts, etc.",美しく豊かな自然を保護するための海岸における良好な景観及び環境並びに海洋環境の保全に係る海岸漂着物等の処理等の推進に関する法律第23条,,
納付,のうふ,,payment,,,,,,【動詞】納付する: pay
納付金,のうふきん,1,payment to the government,,,,,,
納付金,のうふきん,2,payment,前後関係から誰に対する支払いか分かる場合,,,,,
納付命令,のうふめいれい,,payment order,,,,,,
納付命令書,のうふめいれいしょ,,written payment order,,,,,,
農用地,のうようち,,agricultural land,,この法律において「農用地」とは、耕作の目的又は主として家畜の放牧の目的若しくは養畜の業務のための採草の目的に供される土地をいう,"The term ""agricultural land"" as used in this Act means land used for cultivation, land whose main use is livestock pasturage, and land whose main use is for harvesting grasses to use in the livestock business",農用地の土壌の汚染防止等に関する法律第2条第1項,,
農林中央金庫,のうりんちゅうおうきんこ,,Norinchukin,,,,,,
農林物資,のうりんぶっし,,agricultural and forestry product,,,,,,
…の規定に違反して…した者,…のきていにいはんして…したもの,,"any person who, in violation of …、 has done …",,第２０条の規定に違反して故意に報告しなかった者,any person who has intentionally failed to report in violation of Article 20,,,
…の規定にかかわらず,…のきていにかかわらず,,notwithstanding the provision of,,,,,,
…の規定により,…のきていにより,,pursuant to the provision of,,,,,,
…の規定は、…について準用する,…のきていは、…についてじゅんようする,,the provisions of … apply mutatis mutandis to …,,,,,,
…の規定は、…についても適用する,…のきていは、…についてもてきようする,,the provisions of … also apply to …,,,,,,
…の日の…日前までに,…のひの…にちまえまでに,,… days before the date of …,,,,,,
…の日の翌日から起算して,…のひのよくじつからきさんして,1,(counting) from the day following the date of,原則,,,,,
…の日の翌日から起算して,…のひのよくじつからきさんして,2,commencing on the day following the date of,,,,,,
乗組員,のりくみいん,,crew,,,,,,
…は、…と解釈してはならない,…は、…とかいしゃくしてはならない,,must not be construed as …,,,,,,
…は、…と認めるときは,…は、…とみとめるときは,,when … find …,,裁判所は、適当と認めるときは、…することができる,"the court may, when it finds appropriate, …",,,
…は、…と認めるときは,…は、…とみとめるときは,,when … find …,,主務大臣は、…のおそれがあると認めるときは、…しなければならない,"the competent minister must, when the minister finds a risk of …, …",,,
…は、他の法律に特別の定めのある場合を除くほか、この法律の定めるところによる,…は、たのほうりつにとくべつのさだめのあるばあいをのぞくほか、このほうりつのさだめるところによる,,"is governed by the provisions of this Act, except as otherwise provided by other laws",,,,,,
場合,ばあい,1,if,仮定的な条件を示す場合,,,,,
場合,ばあい,2,when,発生確実な条件を示す場合,,,,,
場合,ばあい,3,whenever,発生の繰り返しが予想される場合,上級の裁判所が本案の裁判を変更する場合には、訴訟の総費用について、その負担の裁判をしなければならない。事件の差戻し又は移送を受けた裁判所がその事件を完結する裁判をする場合も、同様とする。,"If a superior court modifies a judicial decision on the merits, it must reach a judicial decision on the bearing of the total costs of the litigation. The same applies when the court that accepts a case remanded or transferred thereto reaches the judicial decision that concludes the case.",民事訴訟法第67条第2項,,
ばい煙,ばいえん,,soot and smoke,,,,,,
媒介,ばいかい,1,brokerage,,,,,,
媒介,ばいかい,2,intermediation,,,,,,
廃棄,はいき,1,disposal,,,,,,【動詞】廃棄する: dispose
廃棄,はいき,2,destruction,,,,,,【動詞】廃棄する: destruct
廃棄,はいき,3,abandonment,,,,,,【動詞】廃棄する: abandon
廃棄物,はいきぶつ,,waste,,,,,,
売却基準価額,ばいきゃくきじゅんかかく,,reference sale price,,,,,,
配偶者,はいぐうしゃ,,spouse,,,,,,
配偶者控除,はいぐうしゃこうじょ,,spousal deduction,,,,,,
廃止する,はいしする,1,repeal,規定などの廃止の場合,定款の定めを廃止する,repeal the provision of the articles of incorporation,会社法第99条第1号,,
廃止する,はいしする,2,discontinue,業務や役務の廃止の場合,業務の全部又は一部を休止し、又は廃止しようとするときは,"… to suspend or discontinue all or a part of services, …",労働安全衛生法第49条,,
廃止する,はいしする,3,close,事業や営業所の廃止の場合,その事業を廃止したときは、,"… if it closes its business, …",航空法第118条,,
廃止する,はいしする,3,close,事業や営業所の廃止の場合,都道府県知事の許可を受けた者が当該都道府県の区域内における営業所を廃止して,If an operator licensed by the Prefectural Governor closes the offices in that prefecture …,建設業法第9条第1項第2号,,
廃止する,はいしする,4,abolish,制度の廃止の場合,準備率及び基準日等の設定、変更又は廃止,"Determining, altering, or abolishing reserve requirement ratios, the base date, and other matters …",日本銀行法第15条第1項第3号,,
排出,はいしゅつ,1,discharge,,,,,,
排出,はいしゅつ,2,emission,,,,,,
排出基準,はいしゅつきじゅん,,emission standard,,,,,,
廃除,はいじょ,,disinheritance,,,,,,
賠償,ばいしょう,,compensation,,費用賠償,compensation for costs,刑事訴訟法第490条,,
賠償,ばいしょう,,compensation,,,,,,【動詞】賠償する: compensate
排除する,はいじょする,1,eliminate,原則,,,,,【名詞】elimination
排除する,はいじょする,2,exclude,除外,,,,,【名詞】exclusion
排除する,はいじょする,3,cease and desist,違反行為の排除,,,,,
排除命令,はいじょめいれい,,cease and desist order,,,,,,
ばいじん,ばいじん,,soot and dust,,,,,,
排水基準,はいすいきじゅん,,effluent standard,,,,,,
陪席裁判官,ばいせきさいばんかん,,associate judge,,,,,,
配当,はいとう,1,dividend,利益の処分,,,,,
配当,はいとう,2,distribution,民事執行・配当手続・出資の一部払戻し,,,,,
配当異議,はいとういぎ,,opposition to distribution,,,,,,
配当控除,はいとうこうじょ,,dividend tax credit,,,,,,
配当財産,はいとうざいさん,,dividend property,,,,,,
配当所得,はいとうしょとく,,dividend income,,,,,,
